id,name,brand,image,Availability,price,final_price,chipset,socket,memory_type,m2_slots,form_factor,sata_ports,description_1,description_2
MOBO0454,Z790 GAMING PLUS WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800439/MSI/Z790_GAMING_PLUS_WIFI.webp,Avl,19300,19493,Z790,LGA1700,DDR5,4,ATX,6,Gaming Plus series provides high-speed networking and audio for gamers. A solid choice for building a performance-oriented system.,Advanced heatsink design keeps VRMs cool during long sessions. Supports the latest high-speed NVMe SSDs and memory.
MOBO0403,PRO Z790-P WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800436/MSI/PRO_Z790-P_WIFI.webp,Avl,17600,17776,Z790,LGA1700,DDR5,4,ATX,6,Professional Z790 board with a focus on value and performance. Provides everything needed for a powerful modern desktop build.,Features MSI's core technologies like Memory Boost and Core Boost. Supports a wide range of Intel processors with socket LGA 1700.
MOBO0446,PRO Z790-S WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800438/MSI/PRO_Z790-S_WIFI.webp,Avl,15100,15251,Z790,LGA1700,DDR5,4,ATX,4,Essential Z790 motherboard with DDR5 support. Designed for users who need the features of Z790 at a more accessible price point.,Solid connectivity and efficient thermal management. A reliable foundation for any modern gaming or office PC.
MOBO0527,MPG B860I EDGE TI WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800314/MSI/MPG_B860I_EDGE_TI_WIFI.webp,Avl,18600,18786,B860,LGA1851,DDR5,2,Mini-ITX,4,High-end Mini-ITX motherboard with next-gen B860 chipset. Perfect for powerful small form factor gaming PCs on the new platform.,Innovative cooling for compact spaces. Includes fast networking and latest peripheral connections.
MOBO0516,MSI Mainboard MAG B860M MORTAR WIFI (ETA-SD-20231109720),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800374/MSI/MSI_Mainboard_MAG_B860M_MORTAR_WIFI_ETA-SD-20231109720.webp,Avl,17900,18079,B860,LGA1851,DDR5,3,Micro-ATX,4,The Mortar series returns with more power and better features. The definitive choice for high-performance Micro-ATX builds.,Robust power delivery for next-gen processors. Reliable thermal performance with heavy-duty heatsinks.
MOBO0515,MSI Mainboard B860 GAMING PLUS WIFI (ETA-SD-20231109720),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800369/MSI/MSI_Mainboard_B860_GAMING_PLUS_WIFI_ETA-SD-20231109720.webp,Avl,17200,17372,B860,LGA1851,DDR5,3,ATX,4,A great value gaming motherboard with the latest B860 chipset. Offers high speed and stability for all everyday gaming needs.,Features essential gaming technologies and high-quality audio. Easy to build in any modern enthusiast chassis.
MOBO0507,MSI Mainboard PRO B860-P WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800397/MSI/MSI_Mainboard_PRO_B860-P_WIFI.webp,Avl,14300,14443,B860,LGA1851,DDR5,3,ATX,4,"Reliable B860 board for work and play. Designed with productivity in mind, offering stable performance and high-speed networking.",Equipped with MSI's renowned safety features and performance boosts. A solid path into the new socket ecosystem.
MOBO0505,MSI Mainboard PRO B860M-A WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800398/MSI/MSI_Mainboard_PRO_B860M-A_WIFI.webp,Avl,13900,14039,B860,LGA1851,DDR5,2,Micro-ATX,4,Compact and efficient B860 motherboard. Perfect for smaller office builds or budget-friendly gaming systems on the latest platform.,Simple yet effective design with all necessary modern ports. Built with high-quality components for long-lasting stability.
MOBO0435,MPG B760I EDGE WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800312/MSI/MPG_B760I_EDGE_WIFI.webp,Avl,19000,19190,B760,LGA1700,DDR5,2,Mini-ITX,4,Premium ITX gaming on the B760 platform. Offers great power delivery and high-end features in a tiny footprint.,Includes fast WiFi 6E and high-speed USB. Ideal for enthusiast SFF builds with Intel 12th/13th/14th Gen.
MOBO0420,MAG B760 TOMAHAWK WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800283/MSI/MAG_B760_TOMAHAWK_WIFI.webp,Avl,18800,18988,B760,LGA1700,DDR5,3,ATX,4,Best-selling B760 motherboard with massive heatsinks and reliable power. A top choice for mid-range gaming builds.,Features multiple M.2 slots and excellent I/O. Supports the latest DDR5 memory for maximum system responsiveness.
MOBO0457,B760M PROJECT ZERO,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800273/MSI/B760M_PROJECT_ZERO.webp,Avl,18500,18685,B760,LGA1700,DDR5,3,Micro-ATX (Back-connect),4,The first Project Zero board on the B760 platform. Achieve a cabling-free look from the front for a truly clean aesthetic.,Balanced features and high-speed connectivity. Designed to work in perfect harmony with Project Zero compatible cases.
MOBO0450,MAG B760M MORTAR WIFI II,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800284/MSI/MAG_B760M_MORTAR_WIFI_II.webp,Avl,15200,15352,B760,LGA1700,DDR5,3,Micro-ATX,4,Refined Mortar design with better cooling and connectivity. The gold standard for Micro-ATX gaming systems on LGA 1700.,Powerful VRM makes it compatible with even the highest-end processors. Durable construction ensures years of reliable service.
MOBO0436,B760 GAMING PLUS WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800270/MSI/B760_GAMING_PLUS_WIFI.webp,Avl,14800,14948,B760,LGA1700,DDR5,2,ATX,4,Modern gaming features met with B760 value. Includes fast 2.5G LAN and WiFi for seamless online gaming experiences.,Efficient cooling and easy expansion options. Supports high-speed DDR5 memory and modern GPUs.
MOBO0460,B760M GAMING PLUS WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800272/MSI/B760M_GAMING_PLUS_WIFI.webp,Avl,13550,13685,B760,LGA1700,DDR5,2,Micro-ATX,4,An affordable yet powerful gaming motherboard. Offers high stability and all the essential features for a modern PC rig.,Compact design without compromising on gaming speed. Includes MSI's latest software tools for performance optimization.
MOBO0480,MSI Mainboard B760M GAMING WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800361/MSI/MSI_Mainboard_B760M_GAMING_WIFI.webp,Avl,9350,9443,B760,LGA1700,DDR5,2,Micro-ATX,4,"High-value entry into the B760 platform. Reliable and efficient, it's the perfect backbone for a budget-concious gamer.",Supports various Intel processors and high-speed memory. Solid build quality with a focus on daily stability.
MOBO0434,PRO B760-P WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800421/MSI/PRO_B760-P_WIFI.webp,Avl,14300,14443,B760,LGA1700,DDR5,2,ATX,4,Professional board for high-load workloads. Offers stable power and consistent performance for busy creators and office users.,Features extensive expansion options and reliable networking. Built with premium materials to ensure high durability.
MOBO0440,B760M BOMBER WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800271/MSI/B760M_BOMBER_WIFI.webp,Avl,9000,9090,B760,LGA1700,DDR5,2,Micro-ATX,4,The Bomber series provides essential performance without the frills. A reliable Micro-ATX option for general compute and gaming.,Includes high-speed connectivity and solid onboard components. A simplified design that gets the job done securely.
MOBO0447,PRO B760-P,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800422/MSI/PRO_B760-P.webp,Avl,14300,14443,B760,LGA1700,DDR5,2,ATX,4,A non-WiFi version of the PRO B760-P for wired workstation setups. Focuses on pure performance and reliability.,Efficient power delivery and wide peripheral support. Ideal for corporate environments or dedicated desktop setups.
MOBO0498,MSI Mainboard MEG X870E GODLIKE,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800380/MSI/MSI_Mainboard_MEG_X870E_GODLIKE.webp,Avl,119000,139599,X870E,AM5,DDR5,5,E-ATX,6,The absolute peak of motherboard engineering. GODLIKE brings unrivaled power delivery and extreme feature sets to the AM5 platform.,Features a secondary dashboard screen and massive Gen5 cooling. The ultimate motherboard for the most demanding PC enthusiast.
MOBO0513,MSI Mainboard MPG X870E EDGE TI WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800385/MSI/MSI_Mainboard_MPG_X870E_EDGE_TI_WIFI.webp,Avl,31500,31815,X870E,AM5,DDR5,4,ATX,4,Powerful X870E board with a premium white design. Designed to push the latest AMD Ryzen processors to their limits with ease.,Incredible thermal design and extensive high-speed I/O. Supports the fastest DDR5 memory available on the market today.
MOBO0514,MSI Mainboard MAG X870E TOMAHAWK WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800376/MSI/MSI_Mainboard_MAG_X870E_TOMAHAWK_WIFI.webp,Avl,29000,29290,X870E,AM5,DDR5,4,ATX,4,High-end Tomahawk performance on the X870E chipset. Rock-solid stability and all the connectivity an enthusiast gamer needs.,Features massive heatsinks and professional-grade networking. Built to be the perfect foundation for high-end AM5 builds.
MOBO0522,MSI Mainboard X870E GAMING PLUS WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800408/MSI/MSI_Mainboard_X870E_GAMING_PLUS_WIFI.webp,Avl,20300,20503,X870E,AM5,DDR5,3,ATX,4,"A high-speed gaming board with the advanced X870E chipset. Offers an excellent balance of speed, features, and durability.",Optimized for competitive gaming with fast networking. Easy BIOS navigation and performance tuning tools included.
MOBO0523,MSI Mainboard PRO X870-P WIFI (ETASD20230403829),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800402/MSI/MSI_Mainboard_PRO_X870-P_WIFI_ETASD20230403829.webp,Avl,19000,19190,X870,AM5,DDR5,3,ATX,4,The professional choice for the X870 platform. Offers incredible value while maintaining high stability for various workloads.,Supports the latest Gen5 storage and high-bandwidth networking. Designed for longevity in professional and home environments.
MOBO0555,MSI Mainboard PRO X870E-S EVO WIFI (ETA-SD-20231109720),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800404/MSI/MSI_Mainboard_PRO_X870E-S_EVO_WIFI_ETA-SD-20231109720.webp,Avl,17950,18129,X870E,AM5,DDR5,3,ATX,4,Enhanced EVO series with better networking and stability benchmarks. A refined X870E experience for all types of performance users.,Includes professional-grade audio and expansive storage options. Reliable and well-supported on the latest firmware versions.
MOBO0517,MSI Mainboard MPG B850 EDGE TI WIFI (ETA-SD-20230403829),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800383/MSI/MSI_Mainboard_MPG_B850_EDGE_TI_WIFI_ETA-SD-20230403829.webp,Avl,22000,22220,B850,AM5,DDR5,3,ATX,4,Mainstream high-performance board with a clean aesthetic. The B850 Edge is designed for users who want premium features without the X870 price.,Exceptional cooling and fast connectivity. Perfect for high-refresh-rate gaming and productivity multitasking.
MOBO0512,MSI Mainboard MAG B850 TOMAHAWK MAX WIFI (ETA-SD-20230403829),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800371/MSI/MSI_Mainboard_MAG_B850_TOMAHAWK_MAX_WIFI_ETA-SD-20230403829.webp,Avl,19500,19695,B850,AM5,DDR5,3,ATX,4,The B850 Tomahawk is the redefined mid-range king. Focused on pure stability and high-quality signals for AM5 processors.,Features an industry-leading VRM thermal design. Ample high-speed ports for all your modern PC peripherals.
MOBO0524,MSI Mainboard MPG B850I EDGE TI WIFI (ETA-SD-20230403829),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800384/MSI/MSI_Mainboard_MPG_B850I_EDGE_TI_WIFI_ETA-SD-20230403829.webp,Avl,18900,19089,B850,AM5,DDR5,2,Mini-ITX,4,High-end Mini-ITX motherboard for the B850 platform. Designed for compact powerhouses with the latest AMD technology.,Intelligent layout maximizes performance in small cases. Quiet and efficient cooling solutions integrated into the board.
MOBO0519,MSI Mainboard MAG B850M MORTAR WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800373/MSI/MSI_Mainboard_MAG_B850M_MORTAR_WIFI.webp,Avl,17700,17877,B850,AM5,DDR5,2,Micro-ATX,4,Definitive Micro-ATX gaming board for B850 users. Delivers robust power and cooling in a mid-sized form factor.,Supports expansive storage and fast wireless networking. Built to handle heavy-duty gaming and creation tasks.
MOBO0504,MSI Mainboard B850 GAMING PLUS WIFI (ETA-SD-20230403829),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800364/MSI/MSI_Mainboard_B850_GAMING_PLUS_WIFI_ETA-SD-20230403829.webp,Avl,17500,17675,B850,AM5,DDR5,2,ATX,4,Essential gaming features on the B850 platform. Offers high speed and solid core technologies for every gamer.,Efficient cooling for long gaming sessions. Features MSI's latest audio and networking enhancements for immersion.
MOBO0521,MSI Mainboard B850M GAMING PLUS WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800367/MSI/MSI_Mainboard_B850M_GAMING_PLUS_WIFI_ETA-SD-20231109720.webp,Avl,16200,16362,B850,AM5,DDR5,2,Micro-ATX,4,A compact and powerful B850 gaming option. High value meets high performance for gamers on a mid-sized budget.,Includes all necessary ports and wireless connectivity. Features a clean and functional design for easy installation.
MOBO0525,MSI Mainboard PRO B850M-P WIFI (ETA-SD-20231109720),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800396/MSI/MSI_Mainboard_PRO_B850M-P_WIFI_ETA-SD-20231109720.webp,Avl,13000,13130,B850,AM5,DDR5,2,Micro-ATX,4,"The PRO series B850 option for professionals. Stable, efficient, and well-connected for various desktop environments.",Supports modern peripherals and high-speed data transfer. A reliable foundation for corporate or home office use.
MOBO0526,MSI Mainboard PRO B850M-A WIFI (ETA-SD-20231109720),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800393/MSI/MSI_Mainboard_PRO_B850M-A_WIFI_ETA-SD-20231109720.webp,Avl,15500,15655,B850,AM5,DDR5,2,Micro-ATX,4,A refined Micro-ATX board for productivity. Offers high quality and stable performance for long work hours and multitasking.,Equipped with premium electrical components for long-term health. Includes fast networking for cloud-based collaboration.
MOBO0508,MSI Mainboard PRO B850-P WIFI (ETA-SD-20230403829),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800390/MSI/MSI_Mainboard_PRO_B850-P_WIFI_ETA-SD-20230403829.webp,Avl,16000,16160,B850,AM5,DDR5,2,ATX,4,Full-sized professional board on the B850 chipset. Provides stable power and extensive I/O for advanced desktop builds.,Focuses on consistent performance and ease of use. A reliable choice for any modern business or creative workstation.
MOBO0534,MSI Mainboard PRO B850M-G,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800395/MSI/MSI_Mainboard_PRO_B850M-G.webp,Avl,9200,9292,B850,AM5,DDR5,1,Micro-ATX,4,Entry-level B850 board for basic compute and gaming. Solidly built with essential features for a cost-effective system.,Simple and effective design that is easy to manage. Features MSI's core stability and safety technologies.
MOBO0551,PRO B850M-P,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800424/MSI/PRO_B850M-P.webp,Avl,10700,10807,B850,AM5,DDR5,2,Micro-ATX,4,A slightly enhanced Micro-ATX PRO series board. Perfect for users who need a few extra ports and features for their daily tasks.,Reliable components and efficient thermal management. A great choice for many office and educational environments.
MOBO0550,MSI Mainboard MAG B850 TOMAHAWK WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800372/MSI/MSI_Mainboard_MAG_B850_TOMAHAWK_WIFI.webp,Avl,18200,18382,B850,AM5,DDR5,3,ATX,4,Standard B850 Tomahawk built for mainstream performance. Known for its extensive heatsinks and straightforward durability.,Excellent power phase design supports all modern AM5 chips. Comprehensive connectivity options for gamers and creators.
MOBO0533,MSI Mainboard PRO B850-S WIFI6E,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800391/MSI/MSI_Mainboard_PRO_B850-S_WIFI6E.webp,Avl,12400,12524,B850,AM5,DDR5,2,ATX,4,A specialized S-series board with a focus on stability and connectivity presets. Ideal for specific workspace integration.,Includes high-speed WiFi 6E and refined audio outputs. Built with high-grade components for consistent delivery.
MOBO0538,MSI Mainboard B850 MLG EDITION,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800365/MSI/MSI_Mainboard_B850_MLG_EDITION.webp,Avl,22500,22725,B850,AM5,DDR5,3,ATX,4,Limited MLG Edition with custom design and premium gaming features. A unique aesthetic statement for any high-end AM5 PC.,Optimized for the highest level of competitive gaming. Includes specialized software tools for gaming performance.
MOBO0539,MSI Mainboard B850M GAMING PLUS WIFI (ETA-SD-20231109720),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800367/MSI/MSI_Mainboard_B850M_GAMING_PLUS_WIFI_ETA-SD-20231109720.webp,Avl,11200,11312,B850,AM5,DDR5,2,Micro-ATX,4,A high-value B850 Gaming board in a compact form factor. Perfect for gamers starting their journey on the AM5 platform.,Simple and effective gaming features for a great experience. Solid cooling and networking as standard.
MOBO0510,MSI Mainboard B840 GAMING PLUS WIFI (ETA-SD-20230403829),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800362/MSI/MSI_Mainboard_B840_GAMING_PLUS_WIFI_ETA-SD-20230403829.webp,Avl,12800,12928,B840,AM5,DDR5,2,ATX,4,Mainstream performance on the efficient B840 chipset. Offers high stability for daily gaming and media consumption.,Equipped with essential features for a modern AMD system. Durable construction with refined heatsinks.
MOBO0509,MSI Mainboard PRO B840P WIFI (ETA-SD-20230403829),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800389/MSI/MSI_Mainboard_PRO_B840P_WIFI_ETA-SD-20230403829.webp,Avl,12300,12423,B840,AM5,DDR5,2,ATX,4,Professional grade B840 board with full connectivity. Ideal for small businesses and reliable home workstations.,Focuses on power efficiency and long-term stability. Simple BIOS interface for easy system management.
MOBO0535,MSI Mainboard B840M GAMING PLUS WIFI6E,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800363/MSI/MSI_Mainboard_B840M_GAMING_PLUS_WIFI6E.webp,Avl,11000,11110,B840,AM5,DDR5,2,Micro-ATX,4,Feature-rich B840 gaming board in a compact size. Includes the latest wireless standards for a seamless experience.,Great value choice for building a small yet powerful gaming PC. Built with MSI's trusted quality assurance.
MOBO0418,MPG B650 EDGE WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800310/MSI/MPG_B650_EDGE_WIFI.webp,Avl,20700,20907,B650,AM5,DDR5,3,ATX,4,Stylish and powerful B650 board with a clean silver and white finish. High performance for enthusiast gaming builds.,Exceptional thermals and extensive storage options. Support for the latest high-speed DDR5 memory.
MOBO0410,MPG B650I EDGE WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800311/MSI/MPG_B650I_EDGE_WIFI.webp,Avl,19650,19846,B650,AM5,DDR5,2,Mini-ITX,4,The premier Mini-ITX choice for B650 users. Packs incredible power and features into the smallest possible space.,Innovative heatsinks keep the board cool even under high loads. Includes high-speed WiFi and Ethernet for online play.
MOBO0455,B650M PROJECT ZERO,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800269/MSI/B650M_PROJECT_ZERO.webp,Avl,18900,19089,B650,AM5,DDR5,2,Micro-ATX (Back-connect),4,The first Project Zero AM5 motherboard. Experience the cleanest ever build by hiding all cables behind the tray.,Balanced features and excellent power delivery. Optimized for high-airflow panoramic cases.
MOBO0401,MAG B650M MORTAR WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800281/MSI/MAG_B650M_MORTAR_WIFI.webp,Avl,16500,19895,B650,AM5,DDR5,2,Micro-ATX,4,Classic Mortar series on the B650 chipset. Known for its reliability and excellent performance in a mid-sized format.,Solid VRM heatsinks and modern peripheral support. A favorite for balanced performance-to-value PC builds.
MOBO0444,B650 GAMING PLUS WIFI (ETASD20201007013),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800267/MSI/B650_GAMING_PLUS_WIFI_ETASD20201007013.webp,Avl,12500,12625,B650,AM5,DDR5,2,ATX,4,A popular choice for high-speed AM5 gaming. Offers all the essential tech for a great gaming experience.,Includes high-quality audio and lag-free networking. Easy to expand as your needs grow.
MOBO0404,PRO B650MA WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800419/MSI/PRO_B650MA_WIFI.webp,Avl,12650,12776,B650,AM5,DDR5,2,Micro-ATX,4,Professional B650 board for productivity. Solid build quality and consistent performance for busy workdays.,Supports a wide range of AMD processors and memory. Simple and reliable for various professional tasks.
MOBO0439,PRO B650MP,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800420/MSI/PRO_B650MP.webp,Avl,8700,8787,B650,AM5,DDR5,2,Micro-ATX,4,Budget-friendly entry into the AM5 platform with B650 features. Essential performance for every user.,Simple design with a focus on core stability. A sensible choice for basic office and home PCs.
MOBO0425,MAG B550 TOMAHAWK MAX WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800280/MSI/MAG_B550_TOMAHAWK_MAX_WIFI.webp,Avl,14400,14544,B550,AM4,DDR4,2,ATX,6,The ultimate AM4 value board with WiFi 6. Proven performance and incredible popularity due to its stability.,Excellent thermal solution and plenty of M.2 slots. Supports all Ryzen 5000 series processors perfectly.
MOBO0307,MPG B550 GAMING PLUS,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800309/MSI/MPG_B550_GAMING_PLUS.webp,Avl,10900,11009,B550,AM4,DDR4,2,ATX,6,A stylish and capable AM4 board for gamers. Offers high performance at a very competitive price point.,Equipped with Mystic Light RGB and high-quality audio. Features extensive cooling for sustained gaming sessions.
MOBO0554,PRO H810M-B WIFI6E,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800429/MSI/PRO_H810M-B_WIFI6E.webp,Avl,8900,8989,H810,LGA1851,DDR5,1,Micro-ATX,4,Reliable entry-level board for the new LGA 1851 platform. Perfect for building a basic desktop with the latest tech.,Focuses on simplicity and essential connectivity. Built with MSI's usual high standards for quality.
MOBO0543,MSI Mainboard PRO H810I WIFI (ETA-SD-20231109720),MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800401/MSI/MSI_Mainboard_PRO_H810I_WIFI_ETA-SD-20231109720.webp,Avl,12000,12120,H810,LGA1851,DDR5,1,Mini-ITX,4,Compact Mini-ITX option for simple daily systems on the new chipset. Offers WiFi for a convenient wireless setup.,Essential performance and stable power delivery. Ideal for compact home or office PC builds.
MOBO0479,PRO H610M-G WIFI,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800426/MSI/PRO_H610M-G_WIFI.webp,Avl,6800,6868,H610,LGA1700,DDR4,1,Micro-ATX,4,Affordable and clean LGA 1700 motherboard with WiFi. A solid foundation for any budget-conscious build.,Efficient and simple to manage. Supports a wide array of Intel 12th/13th/14th Gen processors.
MOBO0464,PRO H610M-E,MSI,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767800425/MSI/PRO_H610M-E.webp,Avl,5200,5499,H610,LGA1700,DDR4,1,Micro-ATX,4,The definitive entry-level office motherboard. Provides essential compute performance with rock-solid stability.,Simple I/O and easy BIOS setup. A favorite for business system integrators and educational builds.
